urban_area,County_name,Tract,Low_Response_Score,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Lubbock, TX",Lubbock County,10407,16.3,9.0,4.1,1.7,1.7
"Lubbock, TX",Lubbock County,10510,14.3,8.2,5.1,3.9,3.2
"Lubbock, TX",Lubbock County,10509,11.4,4.5,3.1,1.9,1.4
"Lubbock, TX",Lubbock County,2204,27,57.9,5.6,42.2,8.3
"Lubbock, TX",Lubbock County,2300,28.2,67.1,4.9,19.7,9.3
"Lubbock, TX",Lubbock County,2400,29.1,72.8,9.6,34.4,9.9
"Lubbock, TX",Lubbock County,302,29.3,72.7,8.6,28.6,6.3
"Lubbock, TX",Lubbock County,1502,24.6,15.1,7.7,33.2,13.3
"Lubbock, TX",Lubbock County,10502,15.1,5.5,5.6,2.2,1.6
"Lubbock, TX",Lubbock County,10504,11.5,13.3,3.4,1.2,0.7
"Lubbock, TX",Lubbock County,100,23.9,68.3,7.7,18.1,9.1
"Lubbock, TX",Lubbock County,201,25.8,50.0,9.8,24.1,14.8
"Lubbock, TX",Lubbock County,202,31,88.3,8.0,42.4,13.0
"Lubbock, TX",Lubbock County,301,31.2,40.0,7.6,49.3,6.8
"Lubbock, TX",Lubbock County,402,23,28.0,7.1,18.3,7.1
"Lubbock, TX",Lubbock County,403,16.7,21.4,5.1,15.5,10.3
"Lubbock, TX",Lubbock County,404,24.3,25.5,5.4,15.0,4.7
"Lubbock, TX",Lubbock County,2500,27,53.5,12.2,30.9,10.9
"Lubbock, TX",Lubbock County,10402,26.9,40.6,9.8,24.5,9.8
"Lubbock, TX",Lubbock County,10404,19.4,35.4,11.1,14.6,8.5
"Lubbock, TX",Lubbock County,10505,19.4,27.9,6.2,7.6,4.7
"Lubbock, TX",Lubbock County,10506,22.8,25.8,3.9,9.6,4.3
"Lubbock, TX",Lubbock County,405,27.2,37.9,5.1,28.0,6.5
"Lubbock, TX",Lubbock County,500,27.3,18.2,2.8,28.9,8.0
"Lubbock, TX",Lubbock County,605,37.1,20.7,10.2,90.8,7.3
"Lubbock, TX",Lubbock County,607,30.7,13.5,5.2,46.8,10.2
"Lubbock, TX",Lubbock County,700,27.8,72.6,8.1,14.7,7.5
"Lubbock, TX",Lubbock County,1000,28.9,50.1,6.4,45.1,12.1
"Lubbock, TX",Lubbock County,1200,30.8,21.1,7.0,35.7,15.1
"Lubbock, TX",Lubbock County,1300,30.5,83.7,8.3,48.7,19.1
"Lubbock, TX",Lubbock County,1400,28.1,46.5,10.6,41.8,13.0
"Lubbock, TX",Lubbock County,1601,23.6,15.9,6.7,15.1,7.4
"Lubbock, TX",Lubbock County,1602,23.9,33.2,7.6,34.5,12.8
"Lubbock, TX",Lubbock County,1702,23.6,20.0,8.4,17.5,5.7
"Lubbock, TX",Lubbock County,1705,17.8,12.8,4.6,10.4,3.5
"Lubbock, TX",Lubbock County,1707,18.9,19.2,5.4,8.8,5.1
"Lubbock, TX",Lubbock County,1706,26.3,32.8,5.8,20.4,6.1
"Lubbock, TX",Lubbock County,1803,22.7,28.8,6.4,14.6,7.0
"Lubbock, TX",Lubbock County,1804,19.1,14.8,5.4,8.4,3.3
"Lubbock, TX",Lubbock County,1901,21.7,29.8,6.9,16.2,7.7
"Lubbock, TX",Lubbock County,1903,14.7,15.5,3.7,9.1,5.0
"Lubbock, TX",Lubbock County,1904,12.8,13.4,7.9,7.1,3.9
"Lubbock, TX",Lubbock County,2001,20.9,27.8,6.8,17.5,7.7
"Lubbock, TX",Lubbock County,2002,27.5,41.2,6.4,33.0,9.7
"Lubbock, TX",Lubbock County,2101,19.5,34.6,11.2,18.1,10.3
"Lubbock, TX",Lubbock County,2202,24.1,46.2,5.8,14.3,5.4
"Lubbock, TX",Lubbock County,2203,19.9,38.8,10.2,19.2,15.4
"Lubbock, TX",Lubbock County,10200,22.8,50.2,7.1,18.4,6.0
"McAllen, TX",Hidalgo County,24402,28.1,97.6,2.1,40.4,9.9
"McAllen, TX",Hidalgo County,23600,27.9,95.3,3.5,33.0,9.5
"McAllen, TX",Hidalgo County,24105,28.5,92.3,4.9,40.3,8.7
"McAllen, TX",Hidalgo County,23102,29.1,98.2,1.5,48.8,11.6
"McAllen, TX",Hidalgo County,21202,25.5,82.6,7.1,13.8,7.0
"McAllen, TX",Hidalgo County,21201,24.9,72.2,5.5,18.7,8.4
"McAllen, TX",Hidalgo County,21600,28.9,95.9,6.2,42.3,15.5
"McAllen, TX",Hidalgo County,22201,27,93.0,3.5,44.8,10.4
"McAllen, TX",Hidalgo County,22501,29.8,97.7,0.6,44.1,9.0
"McAllen, TX",Hidalgo County,22600,26.6,99.0,1.7,32.3,9.8
"McAllen, TX",Hidalgo County,22701,22,68.4,7.8,23.6,7.3
"McAllen, TX",Hidalgo County,22702,22.4,78.8,8.7,37.0,11.4
"McAllen, TX",Hidalgo County,23700,31.2,96.8,14.2,49.7,10.1
"McAllen, TX",Hidalgo County,24201,30.3,98.4,2.9,48.1,7.6
"McAllen, TX",Hidalgo County,24500,30.9,98.1,2.7,52.9,6.5
"McAllen, TX",Hidalgo County,21302,30.4,98.5,1.6,48.7,8.1
"McAllen, TX",Hidalgo County,22800,28.6,95.9,11.7,41.2,8.4
"McAllen, TX",Hidalgo County,23507,29,97.5,1.9,37.7,7.7
"McAllen, TX",Hidalgo County,21403,25.2,85.6,4.6,28.5,9.2
"McAllen, TX",Hidalgo County,21904,21.8,84.4,7.1,27.9,16.3
"McAllen, TX",Hidalgo County,21903,28.1,95.8,4.4,24.6,10.3
"McAllen, TX",Hidalgo County,21803,29,97.1,1.6,32.0,12.7
"McAllen, TX",Hidalgo County,21804,28.8,99.4,1.2,60.5,13.0
"McAllen, TX",Hidalgo County,22401,27.2,92.3,4.7,33.8,7.9
"McAllen, TX",Hidalgo County,24114,28.6,99.1,1.4,59.3,9.4
"McAllen, TX",Hidalgo County,23904,29,88.4,4.9,22.1,7.6
"McAllen, TX",Hidalgo County,20725,25.7,89.2,4.1,26.1,12.7
"McAllen, TX",Hidalgo County,22003,26.8,88.5,9.6,50.3,16.7
"McAllen, TX",Hidalgo County,22105,30.2,92.1,11.4,49.8,14.5
"McAllen, TX",Hidalgo County,22203,28.6,93.5,19.8,36.7,9.2
"McAllen, TX",Hidalgo County,23903,29.4,92.1,5.0,33.1,12.4
"McAllen, TX",Hidalgo County,24403,29.5,99.7,0.8,47.1,13.2
"McAllen, TX",Hidalgo County,20503,28.8,96.4,2.1,31.6,7.5
"McAllen, TX",Hidalgo County,24600,29.2,98.4,1.4,42.7,10.0
"McAllen, TX",Hidalgo County,22001,26.1,96.4,2.4,26.5,6.6
"McAllen, TX",Hidalgo County,21401,30.5,93.5,4.5,58.0,11.3
"McAllen, TX",Hidalgo County,24301,25.3,81.9,8.2,15.1,10.2
"McAllen, TX",Hidalgo County,23504,28.7,91.1,1.3,30.9,8.2
"McAllen, TX",Hidalgo County,23902,24.3,74.1,5.6,12.0,5.1
"McAllen, TX",Hidalgo County,22502,29.7,95.5,5.0,29.1,10.8
"McAllen, TX",Hidalgo County,22900,25.2,84.6,5.0,37.3,10.5
"McAllen, TX",Hidalgo County,21000,27.6,93.3,3.7,53.8,9.9
"McAllen, TX",Hidalgo County,21303,30.2,97.6,3.1,37.7,9.2
"McAllen, TX",Hidalgo County,23503,28,97.4,14.6,25.3,7.1
"McAllen, TX",Hidalgo County,24000,33.6,90.0,3.7,33.9,8.3
"McAllen, TX",Hidalgo County,24302,28.2,90.0,9.1,60.4,21.9
"McAllen, TX",Hidalgo County,22300,23.6,76.3,3.5,19.8,6.9
"McAllen, TX",Hidalgo County,21901,26.4,84.3,7.9,42.1,10.1
"McAllen, TX",Hidalgo County,21100,29.5,93.5,8.2,50.2,17.0
"McAllen, TX",Hidalgo County,21500,27.7,100.0,18.8,39.2,9.4
"McAllen, TX",Hidalgo County,23000,27.8,95.7,0.5,34.0,10.8
"McAllen, TX",Hidalgo County,24106,26.4,87.0,6.0,27.7,8.5
"McAllen, TX",Hidalgo County,20501,27.4,92.9,5.0,27.7,8.8
"McAllen, TX",Hidalgo County,20600,29.1,97.9,4.2,36.3,9.8
"McAllen, TX",Hidalgo County,20701,22.8,85.4,3.2,16.2,8.0
"McAllen, TX",Hidalgo County,20721,27.4,87.9,5.6,25.8,7.7
"McAllen, TX",Hidalgo County,20723,30.3,97.1,2.7,62.2,10.4
"McAllen, TX",Hidalgo County,20724,22.6,80.8,6.6,21.1,11.0
"McAllen, TX",Hidalgo County,20402,23.6,73.2,8.6,12.9,6.2
"McAllen, TX",Hidalgo County,20802,26.8,84.8,6.3,32.0,11.5
"McAllen, TX",Hidalgo County,20901,23.2,74.1,6.4,17.7,8.7
"McAllen, TX",Hidalgo County,20404,19,64.7,8.3,19.6,8.1
"McAllen, TX",Hidalgo County,20504,28,95.3,1.2,28.0,9.3
"McAllen, TX",Hidalgo County,20102,24.6,84.6,8.2,37.9,13.2
"McAllen, TX",Hidalgo County,21305,28.4,98.9,13.8,22.8,8.3
"McAllen, TX",Hidalgo County,24204,28.1,92.4,5.0,47.9,14.2
"McAllen, TX",Hidalgo County,21404,24,81.5,7.9,19.0,11.7
"McAllen, TX",Hidalgo County,23510,24.1,69.9,7.6,11.1,5.9
"McAllen, TX",Hidalgo County,23509,23.2,76.9,4.8,14.2,6.4
"McAllen, TX",Hidalgo County,21701,28.9,90.4,5.0,26.9,10.2
"McAllen, TX",Hidalgo County,22204,28.9,98.3,2.2,36.0,11.6
"McAllen, TX",Hidalgo County,21702,27.2,94.6,4.6,22.1,7.2
"McAllen, TX",Hidalgo County,23801,28.3,93.5,3.3,20.5,6.2
"McAllen, TX",Hidalgo County,22104,30.1,98.1,3.8,58.4,11.6
"McAllen, TX",Hidalgo County,23514,30.2,93.9,2.5,53.6,11.5
"McAllen, TX",Hidalgo County,23515,29,95.7,4.7,40.7,11.4
"McAllen, TX",Hidalgo County,22106,28.3,89.2,6.0,32.0,11.2
"McAllen, TX",Hidalgo County,22402,27.7,95.5,3.5,28.5,7.8
"McAllen, TX",Hidalgo County,23103,32.3,96.7,1.3,46.6,10.5
"McAllen, TX",Hidalgo County,23104,32.7,97.6,1.8,38.1,8.4
"McAllen, TX",Hidalgo County,23512,27.4,66.2,6.3,58.0,21.8
"McAllen, TX",Hidalgo County,24112,31.9,99.0,2.3,71.6,8.0
"McAllen, TX",Hidalgo County,23511,29.7,98.7,1.6,48.0,10.6
"McAllen, TX",Hidalgo County,24404,27.9,96.9,6.0,25.1,10.6
"McAllen, TX",Hidalgo County,23513,28.4,94.8,4.3,42.0,9.6
"McAllen, TX",Hidalgo County,21304,29.8,97.9,2.9,38.0,13.0
"McAllen, TX",Hidalgo County,24205,28.3,98.2,2.6,37.5,9.4
"McAllen, TX",Hidalgo County,22103,25.6,85.5,5.2,30.9,10.8
"McAllen, TX",Hidalgo County,24111,27.7,94.3,5.9,36.0,12.6
"McAllen, TX",Hidalgo County,20403,27.8,93.9,4.8,47.3,13.7
"McAllen, TX",Hidalgo County,20302,24.4,85.1,7.4,7.4,3.9
"McAllen, TX",Hidalgo County,20301,23.2,77.9,4.7,12.9,4.5
"McAllen, TX",Hidalgo County,20101,29.9,95.4,5.7,57.8,9.6
"McAllen, TX",Hidalgo County,24108,30.9,97.2,4.7,51.8,14.1
"McAllen, TX",Hidalgo County,20204,27.2,91.9,2.2,32.9,8.8
"McAllen, TX",Hidalgo County,20803,23.9,76.2,6.0,14.4,6.0
"McAllen, TX",Hidalgo County,20726,27.8,88.0,5.9,40.7,9.3
"McAllen, TX",Hidalgo County,20804,27.4,75.0,15.4,24.8,7.7
"McAllen, TX",Hidalgo County,20205,28.1,94.0,4.7,21.8,7.9
"McAllen, TX",Hidalgo County,20904,25.3,75.0,6.1,23.2,6.8
"McAllen, TX",Hidalgo County,20903,27.5,82.7,6.9,15.6,7.8
"McAllen, TX",Hidalgo County,23802,25.1,83.4,7.7,12.3,5.8
"Midland, TX",Midland County,10107,23,30.4,10.4,4.8,2.2
"Midland, TX",Midland County,100,25.1,53.1,6.2,18.1,8.9
"Midland, TX",Midland County,401,23.7,38.2,10.9,2.2,1.9
"Midland, TX",Midland County,500,20.9,34.9,8.9,21.7,9.7
"Midland, TX",Midland County,1100,23.9,62.0,7.4,14.6,7.6
"Midland, TX",Midland County,304,18.5,20.3,7.0,6.7,3.2
"Midland, TX",Midland County,1200,22.1,61.4,6.7,4.2,4.5
"Midland, TX",Midland County,1300,20.5,50.1,6.0,10.9,5.0
"Midland, TX",Midland County,1400,29.4,81.5,6.2,22.2,8.7
"Midland, TX",Midland County,1500,28.6,74.2,7.9,18.5,9.3
"Midland, TX",Midland County,1700,27.8,78.0,5.6,29.0,8.2
"Midland, TX",Midland County,10104,22.6,20.8,6.3,2.4,2.0
"Midland, TX",Midland County,10105,24.4,31.6,10.8,16.1,13.7
"Midland, TX",Midland County,10108,17.8,20.6,7.9,5.2,3.5
"Midland, TX",Midland County,10109,24.6,56.8,10.9,8.2,4.2
"Midland, TX",Midland County,305,18.4,12.3,5.3,3.9,2.5
"Midland, TX",Midland County,10112,19.3,22.9,4.2,5.3,3.2
"Midland, TX",Midland County,302,20.9,19.9,4.8,5.0,3.4
"Midland, TX",Midland County,303,12.1,16.7,4.8,3.9,3.0
"Midland, TX",Midland County,10113,20,27.2,5.1,2.5,1.9
"Midland, TX",Midland County,10106,20.8,26.7,11.1,16.2,9.7
"Midland, TX",Midland County,200,19.6,29.4,6.5,13.9,5.2
"Midland, TX",Midland County,402,21.7,41.4,6.7,11.6,9.3
"Midland, TX",Midland County,600,21.3,36.6,4.8,4.2,3.1
"Midland, TX",Midland County,10114,20.4,35.4,10.6,8.8,4.5
"Midland, TX",Midland County,10200,26.2,81.3,5.7,21.0,9.2
"Odessa, TX",Ector County,800,24.1,64.6,6.1,16.2,9.1
"Odessa, TX",Ector County,2503,25.9,38.4,10.8,14.9,12.9
"Odessa, TX",Ector County,2700,23.8,48.2,5.4,15.6,5.4
"Odessa, TX",Ector County,2801,24.8,77.0,3.5,15.8,7.3
"Odessa, TX",Ector County,2000,27.4,80.1,5.6,28.1,7.2
"Odessa, TX",Ector County,2300,24.8,27.4,7.8,3.9,2.5
"Odessa, TX",Ector County,2400,19,28.2,6.3,6.4,3.5
"Odessa, TX",Ector County,2501,22.3,41.9,7.5,3.6,2.4
"Odessa, TX",Ector County,2802,25.1,67.0,5.1,15.7,6.2
"Odessa, TX",Ector County,2900,19.8,31.8,5.9,1.0,0.8
"Odessa, TX",Ector County,300,23.4,28.8,7.3,22.4,8.3
"Odessa, TX",Ector County,600,23.9,60.6,5.1,16.8,7.6
"Odessa, TX",Ector County,700,27.9,64.2,7.7,15.5,6.1
"Odessa, TX",Ector County,100,21.3,48.9,13.8,13.5,10.0
"Odessa, TX",Ector County,400,17.3,39.5,7.3,5.6,3.7
"Odessa, TX",Ector County,1100,26.3,79.4,6.4,18.4,7.9
"Odessa, TX",Ector County,1300,22.9,60.7,5.5,9.9,4.9
"Odessa, TX",Ector County,1500,27.2,73.7,7.1,21.4,8.0
"Odessa, TX",Ector County,1600,21.3,50.8,7.9,10.8,4.9
"Odessa, TX",Ector County,1700,21.1,34.8,7.5,11.8,7.6
"Odessa, TX",Ector County,1800,30.8,67.4,5.2,34.7,12.4
"Odessa, TX",Ector County,1900,27.7,92.6,6.5,34.8,10.0
"Odessa, TX",Ector County,500,23,50.7,8.2,20.8,5.4
"Odessa, TX",Ector County,2200,26.2,77.3,6.8,19.5,9.0
"Odessa, TX",Ector County,2502,19.9,32.9,9.1,8.3,8.8
"Odessa, TX",Ector County,3000,24,44.3,5.8,8.7,4.1
"Odessa, TX",Ector County,3100,26.6,78.5,6.4,16.8,7.0
"Odessa, TX",Ector County,1000,23.3,59.4,7.6,7.3,3.4
"San Angelo, TX",Tom Green County,1400,26.6,56.1,5.6,27.4,9.2
"San Angelo, TX",Tom Green County,1301,24.1,17.4,3.8,16.1,4.8
"San Angelo, TX",Tom Green County,300,22.8,45.7,6.5,26.9,10.6
"San Angelo, TX",Tom Green County,700,27.4,71.9,9.9,41.9,11.6
"San Angelo, TX",Tom Green County,1600,19.3,20.9,4.3,8.4,6.1
"San Angelo, TX",Tom Green County,400,24.6,78.7,8.3,23.2,8.8
"San Angelo, TX",Tom Green County,1102,22.5,43.4,9.8,11.2,4.2
"San Angelo, TX",Tom Green County,1000,20,23.4,8.2,14.3,5.1
"San Angelo, TX",Tom Green County,1704,18.5,14.6,3.5,10.3,3.1
"San Angelo, TX",Tom Green County,1101,21.8,31.4,8.5,15.5,6.1
"San Angelo, TX",Tom Green County,1200,22,47.6,7.2,13.6,5.3
"San Angelo, TX",Tom Green County,200,21.8,54.9,12.5,25.6,8.2
"San Angelo, TX",Tom Green County,900,23,71.2,5.3,16.0,8.1
"San Angelo, TX",Tom Green County,100,21.9,36.9,8.0,12.7,8.9
"San Angelo, TX",Tom Green County,1303,21.3,21.1,5.5,8.4,4.5
"San Angelo, TX",Tom Green County,1304,22.2,16.1,7.7,9.3,3.4
"San Angelo, TX",Tom Green County,1500,28.3,19.5,12.6,2.0,2.7
"San Angelo, TX",Tom Green County,1706,18.5,23.6,9.1,9.3,6.4
"San Angelo, TX",Tom Green County,980000,16.8,,,,
"San Angelo, TX",Tom Green County,1708,16.4,12.2,4.7,4.8,3.9
"San Angelo, TX",Tom Green County,1707,14.8,17.6,3.9,6.9,3.4
"San Angelo, TX",Tom Green County,802,22.6,57.2,7.7,17.5,9.2
"San Angelo, TX",Tom Green County,801,20.5,41.1,7.0,12.5,6.8
"San Angelo, TX",Tom Green County,1800,29.8,48.4,6.0,36.2,8.7
"San Antonio, TX",Bexar County,191003,27.6,75.2,6.2,22.7,7.2
"San Antonio, TX",Bexar County,191004,31.7,80.9,6.3,34.0,8.3
"San Antonio, TX",Bexar County,191101,14.2,32.7,6.8,6.0,4.8
"San Antonio, TX",Bexar County,191102,17.8,39.6,9.5,5.9,4.4
"San Antonio, TX",Bexar County,191406,15.7,22.8,5.5,5.0,3.5
"San Antonio, TX",Bexar County,191408,32,61.9,9.9,19.0,6.9
"San Antonio, TX",Bexar County,191409,31.5,72.1,8.3,19.8,6.4
"San Antonio, TX",Bexar County,181808,25.7,38.3,16.5,37.6,16.2
"San Antonio, TX",Bexar County,190504,27,83.9,6.8,20.7,9.2
"San Antonio, TX",Bexar County,190503,27.6,72.8,10.0,22.3,8.0
"San Antonio, TX",Bexar County,121908,16.4,27.0,6.6,6.7,4.9
"San Antonio, TX",Bexar County,110300,29.6,75.6,12.3,36.8,15.4
"San Antonio, TX",Bexar County,121803,20,51.2,6.6,6.7,3.5
"San Antonio, TX",Bexar County,121812,20.3,40.3,5.6,2.4,1.5
"San Antonio, TX",Bexar County,130300,29.4,86.1,7.6,38.8,14.2
"San Antonio, TX",Bexar County,130500,30.9,67.9,7.2,45.8,10.6
"San Antonio, TX",Bexar County,130600,31.2,56.2,8.9,49.0,11.2
"San Antonio, TX",Bexar County,130700,29.7,70.9,22.8,24.3,5.6
"San Antonio, TX",Bexar County,131000,24.9,42.4,5.8,28.9,7.8
"San Antonio, TX",Bexar County,121404,30.9,53.9,8.3,25.1,6.0
"San Antonio, TX",Bexar County,121501,18.9,34.7,4.8,4.0,2.4
"San Antonio, TX",Bexar County,121504,21,43.9,7.9,9.3,5.3
"San Antonio, TX",Bexar County,121507,19.8,33.5,5.4,9.3,3.5
"San Antonio, TX",Bexar County,121508,26.3,43.1,9.6,34.7,7.1
"San Antonio, TX",Bexar County,121601,25.7,41.0,7.7,14.2,5.7
"San Antonio, TX",Bexar County,131504,23.8,46.6,8.8,10.7,6.5
"San Antonio, TX",Bexar County,121604,22.8,37.9,8.4,6.7,4.0
"San Antonio, TX",Bexar County,121802,23.4,46.5,4.8,13.5,6.4
"San Antonio, TX",Bexar County,191806,20.5,23.6,5.1,2.7,1.7
"San Antonio, TX",Bexar County,121122,15.2,36.2,5.5,2.6,1.7
"San Antonio, TX",Bexar County,191413,22.6,37.8,9.3,10.8,7.9
"San Antonio, TX",Bexar County,191411,24.2,31.4,7.5,5.7,3.4
"San Antonio, TX",Bexar County,191813,19.1,33.8,9.8,6.3,5.9
"San Antonio, TX",Bexar County,121813,18.3,36.4,7.7,10.5,6.0
"San Antonio, TX",Bexar County,161503,24.2,82.2,5.7,30.9,10.1
"San Antonio, TX",Bexar County,181817,22.8,62.8,9.4,9.2,4.7
"San Antonio, TX",Bexar County,191817,21.4,30.9,3.4,3.7,2.6
"San Antonio, TX",Bexar County,170600,27.2,89.1,4.9,31.6,12.4
"San Antonio, TX",Bexar County,170700,29.9,94.5,4.5,35.9,9.9
"San Antonio, TX",Bexar County,170800,30.7,97.7,4.2,42.5,15.5
"San Antonio, TX",Bexar County,170900,28,92.5,4.7,39.1,8.6
"San Antonio, TX",Bexar County,171000,29.5,94.2,3.6,33.9,9.1
"San Antonio, TX",Bexar County,171200,31,95.3,3.5,31.5,10.7
"San Antonio, TX",Bexar County,161000,32.3,94.2,13.2,43.0,9.2
"San Antonio, TX",Bexar County,161100,26.7,97.5,1.7,11.1,5.2
"San Antonio, TX",Bexar County,190603,25.5,83.7,9.1,23.5,11.2
"San Antonio, TX",Bexar County,191405,19.7,37.7,4.8,7.4,4.1
"San Antonio, TX",Bexar County,131613,22.8,43.2,6.5,19.0,9.5
"San Antonio, TX",Bexar County,190604,27.6,91.6,6.6,29.9,8.7
"San Antonio, TX",Bexar County,181729,21.3,51.2,6.2,6.5,5.1
"San Antonio, TX",Bexar County,161302,28.2,93.0,3.0,32.5,9.7
"San Antonio, TX",Bexar County,980100,39.6,12.5,8.5,0.0,8.6
"San Antonio, TX",Bexar County,161501,29.2,80.3,5.9,22.0,6.6
"San Antonio, TX",Bexar County,171700,26.6,75.0,4.8,27.6,9.1
"San Antonio, TX",Bexar County,171802,29.4,80.9,7.3,39.5,11.6
"San Antonio, TX",Bexar County,171902,32.3,71.4,7.4,22.3,5.7
"San Antonio, TX",Bexar County,171903,26.3,75.0,1.2,18.8,9.1
"San Antonio, TX",Kendall County,970401,16,19.3,5.3,4.0,2.7
"San Antonio, TX",Bexar County,131609,23.5,45.9,9.9,13.7,8.8
"San Antonio, TX",Bexar County,191815,21,33.4,6.5,4.5,3.3
"San Antonio, TX",Bexar County,180504,28.7,88.4,4.5,40.7,8.5
"San Antonio, TX",Bexar County,180602,22.4,73.1,8.1,22.8,10.8
"San Antonio, TX",Bexar County,180701,26.4,45.5,8.6,17.9,5.9
"San Antonio, TX",Bexar County,180702,28,57.2,6.3,20.1,6.2
"San Antonio, TX",Bexar County,180503,23,91.0,5.4,18.9,7.1
"San Antonio, TX",Bexar County,180800,32,69.3,12.0,29.6,9.9
"San Antonio, TX",Bexar County,180901,23.8,76.1,5.1,19.3,8.0
"San Antonio, TX",Bexar County,180902,24.9,84.2,7.0,20.6,8.9
"San Antonio, TX",Bexar County,181001,25.4,67.9,7.8,23.0,12.6
"San Antonio, TX",Bexar County,181003,33.3,46.2,10.9,27.4,8.7
"San Antonio, TX",Bexar County,181004,30.8,50.7,11.2,15.9,7.0
"San Antonio, TX",Bexar County,181005,34.3,56.0,7.3,39.5,9.3
"San Antonio, TX",Bexar County,181100,19.2,56.9,8.1,17.6,9.2
"San Antonio, TX",Bexar County,181200,16.7,39.7,7.8,11.5,8.1
"San Antonio, TX",Bexar County,181301,26.9,51.3,8.8,7.8,4.1
"San Antonio, TX",Bexar County,181302,26.3,53.4,7.6,18.5,5.3
"San Antonio, TX",Bexar County,181402,30,43.0,5.2,45.0,12.5
"San Antonio, TX",Bexar County,181504,28.6,49.9,8.2,13.6,5.5
"San Antonio, TX",Bexar County,181505,19,57.1,8.4,5.8,3.2
"San Antonio, TX",Bexar County,181506,24.7,61.9,8.3,10.3,3.4
"San Antonio, TX",Bexar County,181601,23.9,75.7,6.7,16.0,6.2
"San Antonio, TX",Bexar County,181703,20.6,44.6,5.0,13.2,5.3
"San Antonio, TX",Bexar County,181704,24.1,67.0,7.3,12.7,5.9
"San Antonio, TX",Bexar County,181705,28,56.5,7.8,8.8,4.0
"San Antonio, TX",Bexar County,181711,19.8,52.5,7.2,8.4,5.0
"San Antonio, TX",Bexar County,181712,18.5,56.2,5.6,8.0,6.5
"San Antonio, TX",Bexar County,181713,23.1,62.2,5.4,13.8,7.9
"San Antonio, TX",Bexar County,181715,23.4,65.5,4.4,11.1,4.7
"San Antonio, TX",Bexar County,181716,26.5,72.5,7.4,8.3,4.7
"San Antonio, TX",Bexar County,181718,18.9,42.4,5.5,7.0,3.8
"San Antonio, TX",Bexar County,181809,25.7,61.8,4.7,21.7,8.3
"San Antonio, TX",Bexar County,181811,19.7,46.2,5.9,7.2,3.6
"San Antonio, TX",Bexar County,190200,25.1,48.9,7.9,21.1,5.1
"San Antonio, TX",Bexar County,190400,23.3,28.7,4.6,10.4,5.8
"San Antonio, TX",Bexar County,190501,25.8,84.0,8.3,12.4,7.1
"San Antonio, TX",Bexar County,190601,27.8,95.6,3.2,23.0,8.4
"San Antonio, TX",Bexar County,190800,18.3,15.8,3.3,4.0,4.0
"San Antonio, TX",Bexar County,190901,26.9,62.6,10.2,23.7,8.6
"San Antonio, TX",Comal County,310100,21.7,37.6,4.5,12.4,7.3
"San Antonio, TX",Bexar County,141402,25.2,82.7,6.0,16.0,9.2
"San Antonio, TX",Bexar County,141600,24.6,87.7,4.2,9.3,5.2
"San Antonio, TX",Bexar County,141700,25.2,64.9,8.9,14.1,6.7
"San Antonio, TX",Bexar County,150100,28.8,93.7,4.5,31.9,9.2
"San Antonio, TX",Bexar County,150300,28.7,90.0,4.8,46.8,10.5
"San Antonio, TX",Bexar County,150400,28.1,92.0,16.6,35.3,13.7
"San Antonio, TX",Bexar County,150501,27.4,98.8,1.3,36.5,8.8
"San Antonio, TX",Bexar County,150502,27.3,98.5,1.5,24.3,8.8
"San Antonio, TX",Bexar County,150600,27.4,93.8,3.7,28.1,13.3
"San Antonio, TX",Bexar County,150700,27.6,90.1,5.7,33.3,8.7
"San Antonio, TX",Bexar County,150800,34.7,84.1,6.5,65.7,11.0
"San Antonio, TX",Bexar County,150900,28,90.9,2.2,25.4,8.2
"San Antonio, TX",Bexar County,151000,28.7,93.5,6.2,45.4,13.3
"San Antonio, TX",Bexar County,191816,21.6,37.0,10.5,5.2,5.7
"San Antonio, TX",Bexar County,121120,21.7,35.5,12.0,7.2,4.6
"San Antonio, TX",Bexar County,191303,22,42.0,9.7,8.7,4.6
"San Antonio, TX",Bexar County,121000,23.3,39.7,8.5,15.6,6.5
"San Antonio, TX",Bexar County,161400,26.6,14.8,4.1,13.6,12.9
"San Antonio, TX",Bexar County,190700,26.8,63.9,7.1,21.2,5.6
"San Antonio, TX",Bexar County,110100,30.2,62.2,8.5,23.4,6.0
"San Antonio, TX",Bexar County,120800,16,21.4,5.1,2.9,1.3
"San Antonio, TX",Bexar County,120701,25.4,55.9,8.1,19.5,6.5
"San Antonio, TX",Bexar County,120901,23.5,36.3,13.2,32.5,11.7
"San Antonio, TX",Bexar County,120702,20.2,16.7,4.5,12.8,5.0
"San Antonio, TX",Bexar County,120902,25.1,45.1,10.2,10.1,5.8
"San Antonio, TX",Bexar County,141800,25.3,65.9,9.1,31.6,10.9
"San Antonio, TX",Bexar County,170102,29.4,99.0,1.9,29.2,10.6
"San Antonio, TX",Bexar County,130800,31.6,41.1,9.4,38.7,10.2
"San Antonio, TX",Bexar County,190100,26.9,80.2,6.3,27.9,7.8
"San Antonio, TX",Bexar County,121110,19.2,31.7,7.4,6.4,4.2
"San Antonio, TX",Bexar County,121111,21.9,46.9,2.9,12.7,6.7
