urban_area,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Houston, TX",Harris County,433003,5222,32.8,2389,555,45.8,9.0,1866,587,35.7,10.4
"Houston, TX",Harris County,432902,6274,30.9,4051,609,64.6,7.8,1669,625,26.6,9.7
"Houston, TX",Harris County,432901,3107,31.2,2354,400,75.8,8.9,785,348,25.3,10.8
"Houston, TX",Harris County,432802,5992,30.9,3786,617,63.2,7.3,2312,651,39.6,10.1
"Houston, TX",Harris County,433202,4607,25.9,2709,669,58.8,12.5,1264,519,27.4,10.7
"Houston, TX",Harris County,433201,5291,25.8,1942,460,36.7,7.6,1187,510,22.4,9.3
"Houston, TX",Harris County,433002,4336,37.5,2922,697,67.4,12.1,1615,509,37.2,10.2
"Houston, TX",Harris County,433502,6749,37.1,4909,889,72.7,7.3,3289,928,48.7,11.6
,Childress County,950200,5028,20.2,978,374,19.4,7.3,996,318,20.4,6.3
,Lamar County,402,6614,16.4,587,276,8.9,4.1,288,136,4.4,2.0
,Lamar County,101,4962,16.3,525,408,10.6,8.2,487,209,9.8,4.1
,Lamar County,102,4880,17.5,246,146,5.0,3.0,602,210,12.3,4.2
,Lamar County,401,3608,19.8,119,141,3.3,3.9,627,316,17.5,8.6
"San Angelo, TX",Tom Green County,1708,5739,16.4,699,273,12.2,4.7,273,223,4.8,3.9
"San Angelo, TX",Tom Green County,1707,4968,14.8,876,203,17.6,3.9,338,171,6.9,3.4
"San Angelo, TX",Tom Green County,802,4766,22.6,2726,443,57.2,7.7,830,444,17.5,9.2
"San Angelo, TX",Tom Green County,801,4147,20.5,1703,328,41.1,7.0,517,285,12.5,6.8
"San Angelo, TX",Tom Green County,1800,2789,29.8,1349,232,48.4,6.0,832,226,36.2,8.7
"Houston, TX",Harris County,552102,6057,16.1,1071,294,17.7,4.7,43,64,0.7,1.1
"Houston, TX",Harris County,554002,4303,11,438,231,10.2,5.2,157,163,3.7,3.8
"Houston, TX",Harris County,554102,10333,15.9,1886,370,18.2,3.4,498,247,4.8,2.4
"Houston, TX",Harris County,554101,1302,12.4,155,119,11.9,9.0,14,22,1.1,1.7
"Longview, TX",Gregg County,980000,0,20.8,0,13,,,0,13,,
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100800,6150,27.8,5506,553,89.5,5.4,1591,574,25.9,9.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100900,2097,28.9,1993,416,95.0,3.7,679,328,32.5,14.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101201,1844,23.3,1003,204,54.4,9.6,337,204,18.3,10.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101202,4133,27.2,3049,381,73.8,6.4,1457,498,35.2,11.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101301,4907,22.3,1639,478,33.4,8.9,966,346,19.7,6.7
"Longview, TX",Gregg County,401,3059,24,239,167,7.8,5.4,460,223,15.1,7.1
"McAllen, TX",Hidalgo County,20302,9002,24.4,7663,1056,85.1,7.4,663,360,7.4,3.9
"McAllen, TX",Hidalgo County,20301,10557,23.2,8224,811,77.9,4.7,1354,491,12.9,4.5
"McAllen, TX",Hidalgo County,20101,6329,29.9,6039,909,95.4,5.7,3648,787,57.8,9.6
"McAllen, TX",Hidalgo County,24108,5961,30.9,5795,891,97.2,4.7,3086,951,51.8,14.1
"Houston, TX",Harris County,554801,15669,21.7,4273,1105,27.3,6.8,1739,895,11.3,5.8
"Houston, TX",Harris County,555401,2756,21.2,1018,340,36.9,11.4,482,291,18.7,11.0
"Houston, TX",Harris County,555702,10385,13.5,1253,413,12.1,3.9,267,253,2.6,2.4
"Houston, TX",Harris County,232701,9014,33.9,6710,974,74.4,7.3,2872,855,32.9,9.2
"Houston, TX",Harris County,233103,5437,30.9,5002,702,92.0,7.3,2007,561,37.0,9.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101401,5286,22.9,1706,383,32.3,6.6,793,375,15.2,7.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101403,4483,29,2038,519,45.5,10.6,1882,468,43.0,9.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101500,4093,25.4,1685,491,41.2,10.5,874,313,22.4,7.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101700,2971,34.8,720,217,24.2,6.6,2327,346,78.9,6.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101402,3738,27.9,2551,471,68.2,9.5,1783,549,47.8,13.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113622,5944,9.2,335,168,5.6,2.8,111,93,1.9,1.6
"Waco, TX",McLennan County,200,3278,34.3,412,148,12.6,4.2,2538,389,77.8,7.2
"Waco, TX",McLennan County,300,4151,26.3,390,116,9.4,2.7,0,13,0.0,100.0
,San Jacinto County,200101,6977,22.5,578,232,8.3,3.2,2017,482,29.2,6.4
,San Jacinto County,200300,4310,17,191,143,4.4,3.3,521,224,12.1,4.9
"Waco, TX",McLennan County,400,5866,32.3,1686,606,28.7,9.8,3581,699,61.6,9.6
,San Jacinto County,200200,4798,19.3,317,183,6.6,3.7,765,276,16.2,5.4
,San Jacinto County,200102,10746,21.3,2037,331,19.0,2.7,2073,590,19.3,5.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100102,5304,24.2,3703,541,69.8,7.6,1157,544,21.8,10.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100201,4763,29.9,4398,658,92.3,4.9,1811,494,38.0,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100202,5204,27.8,4682,502,90.0,5.0,1134,460,21.8,8.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100300,4804,30.2,4008,577,83.4,6.3,1835,434,39.3,8.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100400,7677,29,7105,1007,92.5,5.3,1569,571,20.5,7.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100501,10498,29.8,7191,811,68.5,4.5,2249,685,21.5,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100502,7709,26.4,5998,1058,77.8,9.3,2582,878,33.9,10.7
"Houston, TX",Harris County,233702,3209,27.2,2762,422,86.1,9.0,747,476,23.5,14.7
"Houston, TX",Harris County,240801,6837,31.7,3500,593,51.2,7.5,2190,586,32.0,8.1
"Houston, TX",Harris County,241101,4655,19.5,1409,230,30.3,3.8,517,331,11.3,7.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102000,2100,29.7,740,253,35.2,11.2,451,203,21.5,9.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102100,4826,22.5,968,354,20.1,7.1,526,216,10.9,4.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102202,2651,17.9,218,123,8.2,4.6,303,147,11.4,5.5
"Corpus Christi, TX",Nueces County,2705,5620,19.9,2154,468,38.3,7.7,863,435,15.6,7.8
"Corpus Christi, TX",Nueces County,2704,5611,26.3,2223,472,39.6,7.5,1306,562,23.3,9.8
,Nueces County,5602,6301,30,5992,760,95.1,3.3,2331,745,37.5,11.1
"Corpus Christi, TX",Nueces County,800,4060,29.5,2887,530,71.1,9.4,694,244,20.3,6.5
"Corpus Christi, TX",Nueces County,2200,6128,25.7,4895,665,79.9,7.7,1580,806,26.0,13.0
"Corpus Christi, TX",Nueces County,3202,5784,21.8,2629,591,45.5,9.4,283,120,5.0,2.1
"Corpus Christi, TX",Nueces County,600,7071,25.6,5695,660,80.5,3.4,1178,506,16.8,7.0
,Nueces County,5601,6735,26.7,6165,564,91.5,2.4,1412,533,21.4,7.8
,Nueces County,6000,2738,25,2089,477,76.3,12.4,225,116,8.3,4.1
"Corpus Christi, TX",Nueces County,700,5251,27.8,4030,511,76.8,6.2,1323,473,25.7,8.9
"Corpus Christi, TX",Nueces County,3500,2338,25.8,1775,227,75.9,5.9,354,170,15.1,7.1
"Corpus Christi, TX",Nueces County,5801,6292,19.2,1738,484,27.6,7.4,285,218,4.6,3.5
"Corpus Christi, TX",Nueces County,2900,1258,29.8,297,115,23.6,8.4,47,59,4.8,6.0
"McAllen, TX",Hidalgo County,20204,9029,27.2,8297,886,91.9,2.2,2970,850,32.9,8.8
"McAllen, TX",Hidalgo County,20803,5644,23.9,4300,510,76.2,6.0,811,345,14.4,6.0
"McAllen, TX",Hidalgo County,20726,5962,27.8,5249,641,88.0,5.9,2425,607,40.7,9.3
"McAllen, TX",Hidalgo County,20804,3555,27.4,2668,385,75.0,15.4,881,301,24.8,7.7
"Houston, TX",Harris County,241102,12121,22.3,3525,636,29.1,4.9,1926,977,16.0,8.1
"Houston, TX",Harris County,330302,5533,24.9,3289,573,59.4,8.0,867,386,15.8,6.8
"Houston, TX",Harris County,331601,6615,27.2,273,177,4.1,2.6,1291,587,19.5,8.6
"Houston, TX",Harris County,333201,5022,30.9,3741,527,74.5,7.2,1667,547,33.4,10.4
"Houston, TX",Harris County,340301,4142,10.3,263,106,6.3,2.5,92,81,2.2,2.0
"Houston, TX",Harris County,342001,6960,13.4,1482,255,21.3,3.5,71,81,1.0,1.2
"Houston, TX",Harris County,421101,3431,35.2,2064,404,60.2,9.7,1360,486,39.9,13.5
"Houston, TX",Harris County,423301,4564,23.4,921,307,20.2,6.5,1203,347,26.4,7.2
"Amarillo, TX",Randall County,20400,1792,14.2,146,123,8.2,6.8,231,139,13.2,7.8
"Amarillo, TX",Randall County,20600,4050,18.6,1616,333,39.9,7.2,389,182,9.7,4.4
"Amarillo, TX",Randall County,20200,2194,19.9,279,134,12.7,5.9,427,265,19.5,11.8
"Amarillo, TX",Randall County,20300,1850,22.5,352,150,19.0,7.7,298,141,16.1,7.3
"Houston, TX",Harris County,431201,4421,28,1118,353,25.3,7.5,1061,282,24.3,5.9
"Houston, TX",Harris County,451001,4949,27.7,1240,420,25.1,8.0,1334,521,26.9,10.0
"Houston, TX",Harris County,451901,7346,30,1937,600,26.4,7.8,1440,589,19.6,7.8
"Houston, TX",Harris County,452201,4144,32.2,1095,353,26.4,8.1,881,388,21.3,9.2
"Houston, TX",Harris County,453401,3196,26.2,1644,388,51.4,10.8,293,205,9.2,6.3
,Matagorda County,730301,4049,21.6,1679,401,41.5,9.0,866,352,21.4,8.4
"McAllen, TX",Hidalgo County,20205,5385,28.1,5064,633,94.0,4.7,1173,447,21.8,7.9
"McAllen, TX",Hidalgo County,20904,4248,25.3,3187,426,75.0,6.1,983,308,23.2,6.8
"McAllen, TX",Hidalgo County,20903,5533,27.5,4573,578,82.7,6.9,863,439,15.6,7.8
"McAllen, TX",Hidalgo County,23802,9123,25.1,7609,1020,83.4,7.7,1115,542,12.3,5.8
"Waco, TX",McLennan County,4000,4971,15.7,261,121,5.2,2.4,302,136,6.1,2.7
,McLennan County,4202,3233,18.2,267,120,8.3,3.6,388,192,12.2,5.9
"Waco, TX",McLennan County,100,2268,34.2,731,250,32.2,9.7,898,200,46.8,6.0
"Houston, TX",Harris County,453402,8420,28.3,3877,607,46.0,5.5,2146,841,25.5,9.6
"Houston, TX",Harris County,454301,11500,28.9,4409,871,38.3,6.7,1671,639,14.8,5.5
"Houston, TX",Harris County,454501,8421,12,1136,438,13.5,5.2,255,218,3.0,2.6
,Galveston County,725300,2287,21,1014,235,44.3,8.5,302,175,13.2,7.5
,Galveston County,725400,3646,24.4,2176,447,59.7,9.0,465,252,12.8,6.7
,Galveston County,725500,1129,15.6,253,104,22.4,8.9,9,16,0.8,1.4
,Galveston County,725600,3582,27.1,969,357,27.1,9.1,835,398,23.4,10.6
,Galveston County,725800,3649,26.4,1285,307,35.2,7.1,902,376,24.7,9.8
,Galveston County,725900,2212,27.6,443,166,20.0,7.0,409,170,19.2,7.5
,Hopkins County,950500,3122,22.3,501,153,16.1,4.6,761,312,27.8,10.9
,Hopkins County,950800,2878,19.2,485,230,16.9,7.7,509,270,17.8,9.2
,Hopkins County,950100,3169,18.1,332,115,10.5,3.5,411,140,13.0,4.3
,Hopkins County,950600,4407,20.2,419,276,9.5,6.2,1345,428,31.1,9.4
,Hopkins County,950700,4387,21.5,909,291,20.7,6.4,839,266,19.2,5.9
,Hopkins County,950200,4596,18.3,346,160,7.5,3.4,731,263,15.9,5.6
,Hopkins County,950300,5303,18.7,982,249,18.5,4.4,810,367,15.3,6.8
"Houston, TX",Harris County,455101,6463,20.4,1716,519,26.6,7.7,919,576,14.2,8.8
"Houston, TX",Harris County,532501,9054,21.6,6107,893,67.5,8.0,1041,505,11.5,5.5
,Terry County,950100,2547,22.3,1092,227,42.9,8.0,372,171,14.8,6.7
,Terry County,950400,7468,20.8,3734,337,50.0,3.8,769,327,10.7,4.5
,Cameron County,12305,3285,18.9,779,309,23.7,9.3,700,322,21.3,9.7
,Cameron County,12001,6331,22.6,4373,715,69.1,7.3,1679,835,26.5,12.8
,Cameron County,12102,6372,28.7,6157,794,96.6,3.7,2893,697,45.4,9.4
"Brownsville, TX",Cameron County,14500,8972,26.9,7845,633,87.4,4.0,2078,624,23.2,6.8
,Hamilton County,950100,2971,19.8,340,146,11.4,4.8,327,128,11.3,4.3
,Hamilton County,950300,3328,16.7,426,154,12.8,4.6,440,182,14.1,5.8
,Hamilton County,950200,2031,17.1,136,81,6.7,3.9,201,94,10.0,4.5
,Wilson County,402,2669,23.7,1264,256,47.4,7.8,278,112,11.0,4.2
,Wilson County,500,4473,21.8,1251,305,28.0,6.1,1128,476,25.8,10.5
,Wilson County,201,2461,22.9,1278,227,51.9,8.0,457,189,18.6,7.5
,Wilson County,600,4054,21.6,1839,282,45.4,5.9,298,121,7.4,2.9
,Wilson County,202,2049,21.9,1011,246,49.3,9.6,233,153,11.5,7.3
,Wilson County,300,5328,24.2,3205,331,60.1,5.3,780,275,15.5,5.4
,Wilson County,102,3366,21.7,835,251,24.8,6.8,353,252,10.8,7.6
"Houston, TX",Harris County,533901,10345,24.7,5899,889,57.0,6.5,2461,859,23.9,8.0
"Houston, TX",Harris County,534201,2112,28.2,1071,369,50.7,15.1,568,341,28.2,16.2
"Houston, TX",Harris County,551703,7247,23,1938,415,26.7,5.3,546,371,7.5,5.1
"Houston, TX",Harris County,540501,6178,32.2,3635,844,58.8,10.2,992,544,16.1,8.4
"Houston, TX",Harris County,540901,2629,17.4,394,213,15.0,7.6,219,201,8.3,7.5
"Brownsville, TX",Cameron County,14300,4749,30,4473,406,94.2,1.8,1982,414,42.0,8.0
,Jefferson County,5500,3014,25.9,804,306,26.7,9.8,756,280,25.7,9.2
,Jefferson County,5900,1681,32.7,11,16,0.7,0.9,996,219,59.6,10.6
,Jefferson County,6100,1115,25.5,49,55,4.4,4.9,348,155,32.5,13.6
,Collin County,30515,6668,16.2,817,256,12.2,3.8,361,224,5.4,3.3
,Collin County,30530,6125,14.5,245,91,4.0,1.5,259,181,4.2,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,32012,4300,25.5,2529,336,58.8,6.8,704,303,16.4,7.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30506,2893,14.8,96,82,3.3,2.8,55,93,1.9,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31662,5181,13.7,269,169,5.2,3.2,147,148,2.8,2.9
,Dallam County,950300,5424,23.8,2610,153,48.1,1.6,948,290,17.6,5.3
,Delta County,950200,2234,19.7,180,74,8.1,3.2,579,155,26.9,6.6
,Delta County,950100,3005,16.9,165,74,5.5,2.4,466,183,15.5,6.0
,Austin County,760400,3595,18.4,181,179,5.0,4.9,465,310,13.0,8.5
,Austin County,760300,7139,21.4,2095,406,29.4,5.3,362,181,5.1,2.5
,Austin County,760100,2381,22.8,568,233,23.9,9.3,217,101,9.2,4.1
,Austin County,760200,6110,22.6,2193,384,35.9,5.4,845,400,13.9,6.5
"Dallas--Fort Worth--Arlington, TX",Collin County,30405,4911,24.7,657,166,13.4,3.2,292,242,6.0,4.9
"Austin, TX",Williamson County,20314,5685,18.7,1931,444,34.0,7.4,273,278,4.8,4.9
"Austin, TX",Williamson County,21508,7462,23.3,1166,310,15.6,3.8,233,97,3.1,1.2
"Austin, TX",Williamson County,20114,5458,23.3,1701,821,31.2,14.4,840,291,15.4,4.9
,Williamson County,21601,3412,21.9,743,307,21.8,8.2,350,181,10.3,5.0
"Austin, TX",Williamson County,20110,3514,14.4,235,123,6.7,3.4,126,71,3.6,2.0
"Austin, TX",Williamson County,20319,5863,18.2,1015,249,17.3,4.1,217,188,3.8,3.2
"Austin, TX",Williamson County,20318,8446,19.4,1127,317,13.3,3.7,305,211,3.6,2.5
"Austin, TX",Williamson County,20317,3477,25.6,482,229,13.9,6.4,262,159,7.5,4.5
"Austin, TX",Williamson County,20115,3051,12,232,150,7.6,4.9,282,163,9.3,5.3
"Austin, TX",Williamson County,20510,10399,17.8,1033,541,9.9,5.2,257,174,2.5,1.7
,Williamson County,20202,5535,18,760,169,13.7,2.7,517,368,9.5,6.7
"Austin, TX",Williamson County,21603,1514,22.6,380,136,25.1,8.7,114,66,7.5,4.3
"Austin, TX",Williamson County,20109,3058,11.7,224,133,7.3,4.3,84,70,2.8,2.3
"Austin, TX",Williamson County,20320,8072,17.7,1481,255,18.4,2.8,405,303,5.0,3.7
"Austin, TX",Williamson County,20325,3251,23.4,1122,502,34.5,15.0,281,187,8.6,5.7
"Austin, TX",Williamson County,20321,1756,18.5,569,191,32.4,9.7,124,117,7.1,6.6
"Austin, TX",Williamson County,20328,7069,18.2,1240,428,17.5,5.9,364,255,5.2,3.6
"Houston, TX",Harris County,233001,3358,28.8,1150,433,34.2,11.8,737,316,22.5,9.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111005,10009,27.1,3044,541,30.4,4.9,2857,782,28.9,7.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111003,2883,14.8,973,231,33.8,8.0,310,183,10.8,6.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111008,7333,21.7,1440,313,19.6,3.9,1050,494,14.3,6.6
"Houston, TX",Harris County,233002,4217,18.9,1846,210,43.8,4.0,544,386,12.9,9.1
"Houston, TX",Harris County,252301,9371,26.2,5062,676,54.0,6.4,1769,708,18.9,7.5
"Houston, TX",Harris County,323801,3485,19.8,2219,427,63.7,10.0,37,40,1.1,1.1
"Houston, TX",Harris County,323802,5026,23.8,3456,640,68.8,9.7,1219,615,24.4,11.9
"Houston, TX",Harris County,433501,6326,37.1,4999,805,79.0,8.5,3936,1044,62.2,14.7
"Houston, TX",Harris County,451403,5030,29.4,1273,440,25.3,8.2,514,309,10.2,6.0
"Houston, TX",Harris County,451602,6898,22.9,1730,535,25.1,7.4,673,431,9.8,6.2
"Houston, TX",Harris County,451601,6269,15.3,732,206,11.7,3.2,398,201,6.4,3.2
"Houston, TX",Harris County,541001,10476,25.3,2725,856,26.0,7.9,1270,950,12.1,9.0
"Houston, TX",Harris County,542101,17821,24.6,8617,1551,48.4,7.4,3635,1537,20.4,8.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18118,7825,23.1,1261,412,16.1,5.2,489,283,6.2,3.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18120,5253,19.2,2288,585,43.6,10.2,468,340,8.9,6.4
"El Paso, TX--NM",El Paso County,4311,4404,22.6,3423,451,77.7,7.2,614,291,13.9,6.5
"El Paso, TX--NM",El Paso County,10207,6571,26.3,3480,448,53.0,5.4,729,352,11.1,5.3
"El Paso, TX--NM",El Paso County,10303,3753,23.3,2635,290,70.2,4.8,478,159,14.1,4.5
"El Paso, TX--NM",El Paso County,10312,4496,22.2,3476,261,77.3,9.1,851,346,19.4,7.8
"Dallas--Fort Worth--Arlington, TX",Collin County,30504,2604,23.3,249,147,9.6,5.5,289,238,11.1,9.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31717,2640,25.8,313,177,11.9,6.2,597,614,22.6,22.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31507,4762,23,442,210,9.3,4.4,157,112,3.4,2.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31659,2179,25,254,190,11.7,8.5,213,168,9.8,7.6
"Dallas--Fort Worth--Arlington, TX",Collin County,30408,7019,25.4,2494,837,35.5,11.3,1008,595,14.4,8.3
"Dallas--Fort Worth--Arlington, TX",Collin County,30403,5603,17.1,1112,284,19.9,4.9,609,278,10.9,4.9
"Austin, TX",Williamson County,20324,7282,16.2,1334,336,18.3,4.4,323,235,4.5,3.3
,Jefferson County,10902,4725,13.3,715,385,15.1,8.1,180,173,3.8,3.6
,Jefferson County,10500,4115,20.5,1556,299,37.8,6.2,853,417,20.7,9.9
"Beaumont, TX",Jefferson County,101,5694,24.1,688,397,12.1,6.8,1081,552,19.1,9.5
"Austin, TX",Williamson County,20326,6322,13.5,684,259,10.8,4.1,280,172,4.4,2.7
"Austin, TX",Williamson County,20311,3767,24.5,773,224,20.5,5.7,129,95,3.5,2.5
"Austin, TX",Williamson County,20507,3375,20,448,238,13.3,6.7,28,43,0.8,1.3
"Dallas--Fort Worth--Arlington, TX",Denton County,21630,4965,22.5,874,292,17.6,5.7,121,130,2.4,2.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,13615,5151,31.7,3088,600,60.0,9.0,1605,485,31.2,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,13617,2921,17.1,416,182,14.2,6.2,347,189,11.9,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13619,4898,14.3,613,331,12.5,6.7,153,127,3.1,2.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18121,5840,22.5,2362,460,40.5,7.4,785,444,13.5,7.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18122,13507,18.6,2620,639,19.4,4.7,573,420,4.2,3.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18123,7597,21.1,1843,647,24.3,8.2,627,359,8.4,4.7
"Odessa, TX",Ector County,3100,3763,26.6,2956,366,78.5,6.4,557,240,16.8,7.0
"El Paso, TX--NM",El Paso County,10316,4451,26,3823,367,85.9,4.6,1083,464,24.3,10.2
"El Paso, TX--NM",El Paso County,10317,4369,24.4,3772,320,86.3,3.2,579,313,13.2,7.1
"El Paso, TX--NM",El Paso County,10401,6063,26.9,5723,498,94.4,2.5,1782,547,29.4,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18126,6685,19.9,2719,842,40.7,11.3,349,186,5.2,2.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18127,3365,22.6,1759,297,52.3,7.4,315,179,9.4,5.2
"Austin, TX",Williamson County,20506,8472,17.7,1201,318,14.2,3.7,281,169,3.3,2.0
"Austin, TX",Williamson County,20408,5237,24.7,874,273,16.7,4.9,627,303,12.3,5.8
"Austin, TX",Williamson County,20505,2645,11.7,430,213,16.3,7.9,41,39,1.6,1.5
"Austin, TX",Williamson County,20707,4800,23.4,1793,433,37.4,8.2,388,286,8.1,5.9
"Beaumont, TX",Jefferson County,102,2074,25,190,169,9.2,8.0,356,200,17.2,9.3
"Beaumont, TX",Jefferson County,302,6850,14.9,542,339,7.9,4.9,136,126,2.0,1.8
,Jefferson County,6600,3884,29.5,1322,300,34.0,7.0,1836,437,47.3,10.3
"Beaumont, TX",Jefferson County,400,4083,21.4,179,112,4.4,2.7,706,316,17.3,7.5
"Beaumont, TX",Jefferson County,500,2262,24.5,622,260,27.5,11.0,278,119,12.6,5.2
"Beaumont, TX",Jefferson County,200,4769,23.9,547,131,11.5,2.6,669,336,14.1,7.0
,Jefferson County,11102,2717,19,440,272,16.2,9.8,200,110,7.4,3.9
"Beaumont, TX",Jefferson County,11201,7973,19.6,840,276,10.5,3.3,351,193,5.2,2.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113907,7116,14,535,185,7.5,2.6,215,140,3.0,2.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113110,4486,27.2,886,322,19.8,6.9,1153,485,25.9,10.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100602,3805,21.5,1557,238,40.9,4.9,214,128,10.9,6.4
,Jefferson County,11302,5368,24.7,1905,250,35.5,4.1,0,18,,
,Denton County,21739,3602,35.4,1478,411,41.0,10.8,735,300,20.4,8.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21633,4581,14.5,819,391,17.9,8.4,164,137,3.7,3.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21628,6969,20.4,1826,629,26.2,8.8,198,227,2.8,3.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21632,3487,18.7,361,150,10.3,4.2,359,212,10.3,6.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21635,4062,31.3,724,386,17.8,9.3,702,444,17.3,10.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21634,5311,35.1,1234,409,23.2,7.5,1094,492,20.6,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13714,6589,26,5159,569,78.3,6.3,1202,483,18.3,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,13715,2504,21.2,1982,297,79.2,8.4,126,130,5.0,5.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,13716,5042,21,2110,452,41.9,8.2,881,483,17.8,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,13718,5317,29.5,3997,480,75.2,6.4,1445,500,27.3,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13719,3704,21.5,713,196,19.2,5.0,328,133,8.9,3.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13720,5780,23.3,2991,440,51.8,6.6,940,368,16.4,6.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18128,5650,26.5,2454,390,43.4,6.2,999,368,17.7,6.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18129,4420,20.3,953,227,21.6,4.7,223,198,5.3,4.7
"El Paso, TX--NM",El Paso County,1400,2003,31.7,1504,200,75.1,14.3,792,242,39.5,10.8
"Austin, TX",Travis County,1915,1757,21.9,334,164,19.0,9.0,92,82,5.7,5.1
"Austin, TX",Travis County,2425,3121,23.5,1708,301,54.7,8.6,63,60,2.0,1.9
"Austin, TX",Travis County,1776,2771,19.5,668,189,24.1,6.3,222,145,8.0,5.2
"Austin, TX",Travis County,1859,1373,20.1,514,265,37.4,17.8,118,93,8.7,6.6
"Dallas--Fort Worth--Arlington, TX",Denton County,21638,3934,27.8,1430,446,36.4,10.5,319,202,8.1,5.0
"San Antonio, TX",Bexar County,191814,4321,20.2,1468,339,34.0,7.2,295,192,6.8,4.4
"San Antonio, TX",Bexar County,172006,7527,21,3094,447,41.1,4.8,242,200,3.2,2.6
"Austin, TX",Williamson County,20203,2976,0.5,81,46,2.7,1.5,40,36,1.3,1.2
"Austin, TX",Williamson County,20708,7273,16.8,1251,394,17.2,5.2,332,212,4.6,2.9
,Williamson County,21602,2884,21.8,986,259,34.2,8.4,335,213,11.6,7.3
,Williamson County,20808,1557,21.9,271,151,17.4,9.2,76,52,4.9,3.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111312,3333,9.7,232,179,7.0,5.3,112,158,3.4,4.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111307,3279,27.6,604,250,18.4,7.5,442,331,13.5,10.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111406,3808,16.2,453,85,11.9,2.0,37,37,1.0,1.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31631,4995,23.6,476,223,9.5,4.4,688,350,13.8,7.0
,Uvalde County,950200,8045,25.6,4763,766,59.2,8.3,1960,642,24.9,7.9
,Uvalde County,950100,2935,22.6,1391,314,47.4,8.5,587,196,20.1,6.1
