GIDTR,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
48367140101,Parker County,140101,5281,23.3,1113,387,21.08,7.14,999,360,19.36,6.79
48367140102,Parker County,140102,4582,20.9,790,323,17.24,6.85,979,467,23.64,11.01
48367140200,Parker County,140200,6383,20.4,745,260,11.67,3.95,479,175,8.25,2.94
48367140300,Parker County,140300,5758,19.3,1334,344,23.17,5.7,401,195,7.03,3.37
48367140403,Parker County,140403,6488,19.6,474,199,7.31,3,764,223,11.94,3.31
48367140405,Parker County,140405,6115,19.5,576,216,9.42,3.48,682,308,11.15,4.98
48367140407,Parker County,140407,9951,16.5,605,298,6.08,2.97,600,443,6.03,4.44
48367140408,Parker County,140408,4073,19.2,366,169,8.99,4.08,318,143,7.98,3.52
48367140409,Parker County,140409,3790,23.6,1023,357,26.99,9.05,1253,478,33.06,12.2
48367140410,Parker County,140410,3413,21.2,129,121,3.78,3.52,470,267,13.77,7.69
48367140411,Parker County,140411,4327,18.9,183,187,4.23,4.3,597,261,13.8,5.86
48367140501,Parker County,140501,7124,18.9,621,280,8.72,3.87,388,229,5.47,3.2
48367140502,Parker County,140502,6478,20.3,909,270,14.03,4.04,751,412,16.15,8.78
48367140601,Parker County,140601,6903,17.8,532,345,7.71,4.96,418,254,6.06,3.65
48367140602,Parker County,140602,10199,20.4,1206,503,11.82,4.84,1279,540,12.58,5.21
48367140703,Parker County,140703,6451,14.9,539,328,8.36,5.06,486,374,7.53,5.78
48367140704,Parker County,140704,7941,15.4,640,192,8.06,2.37,515,342,6.52,4.31
48367140705,Parker County,140705,7848,16.7,1109,638,14.13,8.04,1187,684,15.18,8.65
48367140706,Parker County,140706,6679,13.7,278,238,4.16,3.55,308,250,4.61,3.73
48369950200,Parmer County,950200,4564,24.2,3283,193,71.93,3.64,919,345,20.6,7.7
48369950300,Parmer County,950300,5560,23.5,2894,194,52.05,3.24,828,205,15.08,3.71
48371950100,Pecos County,950100,2416,23.6,1288,273,53.31,8.39,200,100,8.34,4
48371950300,Pecos County,950300,3295,26.6,3014,332,91.47,4.96,696,295,21.32,8.8
48371950400,Pecos County,950400,4210,22.4,2880,292,68.41,4.38,430,177,10.27,4.15
48371950500,Pecos County,950500,5756,26.2,3410,345,59.24,4.52,707,268,19.69,7.18
48373210101,Polk County,210101,4614,16.7,186,129,4.03,2.76,816,367,17.83,7.79
48373210102,Polk County,210102,6390,20.2,717,194,11.22,2.89,1176,373,18.53,5.67
48373210203,Polk County,210203,6413,25,1811,393,28.24,4.81,729,399,26.69,13.84
48373210204,Polk County,210204,4375,21.4,812,361,18.56,7.97,947,351,21.88,7.71
48373210205,Polk County,210205,2380,16.9,105,71,4.41,2.92,260,186,11.11,7.8
48373210206,Polk County,210206,3430,15.3,142,107,4.14,3.07,582,244,17.02,6.78
48373210301,Polk County,210301,3538,17.2,96,75,2.71,2.09,641,271,18.12,7.3
48373210302,Polk County,210302,4910,22.3,533,219,10.86,4.33,768,284,17.06,6.05
48373210400,Polk County,210400,5124,24.3,1297,373,25.31,6.9,994,329,19.62,6.23
48373210500,Polk County,210500,4583,22.3,665,222,14.51,4.65,535,179,11.83,3.8
48375010100,Potter County,10100,2088,21,331,159,15.85,7.28,418,158,20.12,7.05
48375010200,Potter County,10200,1888,10.4,95,51,5.03,2.68,10,11,0.53,0.59
48375010300,Potter County,10300,1307,36.7,451,180,34.51,12.55,435,159,33.72,10.94
48375010400,Potter County,10400,3385,17.4,473,172,13.97,4.95,270,167,7.98,4.89
48375010600,Potter County,10600,2408,29.3,1988,274,82.56,6.66,1072,234,45.37,8.39
48375010700,Potter County,10700,3590,20.8,2160,428,60.17,10.65,392,199,10.92,5.46
48375011000,Potter County,11000,1872,25.8,1275,194,68.11,6.96,671,201,35.98,9.98
48375011500,Potter County,11500,3599,21.4,769,194,21.37,5.02,519,265,14.42,7.24
48375011600,Potter County,11600,4565,22.4,969,312,21.23,6.6,720,280,15.77,5.99
48375011700,Potter County,11700,4297,27,1035,293,24.09,6.4,874,332,22.22,8.19
48375011800,Potter County,11800,3933,19.4,637,116,16.2,2.68,486,227,12.54,5.79
48375011900,Potter County,11900,3343,24.2,1049,305,31.38,8.49,734,304,22.04,8.82
48375012000,Potter County,12000,1834,27.7,727,215,39.64,10.61,734,264,40.18,13.55
48375012200,Potter County,12200,4218,28.3,2948,533,69.89,8.94,1195,530,28.45,12.07
48375012600,Potter County,12600,3570,26.9,2327,566,65.18,13.81,1423,398,39.86,10.08
48375012800,Potter County,12800,4310,28.1,2554,348,59.26,6.25,1346,351,31.43,7.7
48375013000,Potter County,13000,1647,29.2,397,188,24.1,10.74,560,189,34,10.09
48375013200,Potter County,13200,1706,14.5,194,135,11.37,7.8,107,77,7.1,5.06
48375013300,Potter County,13300,5173,14,429,139,8.29,2.63,87,59,1.72,1.16
48375013400,Potter County,13400,3233,19.3,312,234,9.65,7.15,458,219,14.17,6.56
48375013900,Potter County,13900,3455,25.2,844,299,24.43,8.4,1037,331,30.01,9.23
48375014100,Potter County,14100,3074,25.2,1616,298,52.57,8.03,885,300,28.79,9.29
48375014300,Potter County,14300,5780,18.6,462,189,7.99,3.18,491,272,8.56,4.68
48375014401,Potter County,14401,6702,27.5,1881,296,28.07,3.48,275,152,14.16,7.63
48375014500,Potter County,14500,5952,26.9,4157,575,69.84,6.45,1858,616,31.36,9.88
48375014700,Potter County,14700,5266,22.6,1428,382,27.12,6.95,770,289,15.11,5.56
48375014800,Potter County,14800,2519,28.5,1123,347,44.58,11.99,909,332,36.77,12.23
48375014900,Potter County,14900,5864,25.4,1913,338,32.62,5.06,1498,448,25.84,7.4
48375015000,Potter County,15000,7665,26.7,5107,737,66.63,7.3,2320,605,30.27,7.36
48375015100,Potter County,15100,3402,19.8,600,252,17.64,7.23,403,267,11.85,7.77
48375015200,Potter County,15200,2507,19,451,90,17.99,3.22,199,128,7.96,5.07
48375015300,Potter County,15300,5467,27,1955,349,35.76,5.01,1945,489,35.73,8.07
48375015400,Potter County,15400,2434,29.7,1745,223,71.69,4.8,840,209,35.03,7.83
48375980000,Potter County,980000,0,,0,13,,,0,13,,
48377950100,Presidio County,950100,2588,26.3,1615,248,62.4,7.95,459,203,17.91,7.76
48377950200,Presidio County,950200,4891,27.1,4457,203,91.13,0.34,1138,396,23.27,8.03
48379950100,Rains County,950100,6320,17.9,534,187,8.45,2.91,525,208,8.43,3.3
48379950200,Rains County,950200,4668,18.7,351,187,7.52,3.95,691,210,14.84,4.33
48381020100,Randall County,20100,2087,13.5,205,108,9.82,5.12,121,56,5.8,2.65
48381020200,Randall County,20200,2194,19.9,279,134,12.72,5.87,427,265,19.46,11.8
48381020300,Randall County,20300,1850,22.5,352,150,19.03,7.74,298,141,16.11,7.34
48381020400,Randall County,20400,1792,14.2,146,123,8.15,6.79,231,139,13.2,7.82
48381020500,Randall County,20500,3754,23.6,1150,393,30.63,10.05,665,407,17.71,10.71
48381020600,Randall County,20600,4050,18.6,1616,333,39.9,7.2,389,182,9.68,4.43
48381020800,Randall County,20800,7026,18.9,1623,428,23.1,5.9,1438,527,20.68,7.46
48381020900,Randall County,20900,3026,21.8,637,246,21.05,7.35,467,203,15.43,6.21
48381021000,Randall County,21000,2296,16,646,177,28.14,7.45,179,130,7.81,5.65
48381021101,Randall County,21101,4053,16.9,717,240,17.69,5.83,408,229,10.11,5.64
48381021102,Randall County,21102,1985,32.4,596,183,30.03,8.36,536,200,28.57,9.95
48381021200,Randall County,21200,5463,16.9,727,261,13.31,4.69,503,289,9.25,5.28
48381021300,Randall County,21300,5300,18.4,963,500,18.17,9.26,366,198,6.97,3.7
48381021500,Randall County,21500,4611,13.4,396,147,8.59,3.14,133,93,2.9,2.02
48381021602,Randall County,21602,5125,17.2,647,124,12.62,2.3,184,124,3.59,2.41
48381021603,Randall County,21603,1916,11.2,212,107,11.06,5.49,46,25,2.46,1.32
48381021604,Randall County,21604,4706,15.3,809,421,17.19,8.69,262,129,5.57,2.65
48381021605,Randall County,21605,2014,15.8,328,122,16.29,5.97,109,57,5.44,2.83
48381021606,Randall County,21606,4945,13.6,473,221,9.57,4.42,176,107,3.56,2.15
48381021608,Randall County,21608,7391,19.1,1056,329,14.29,4.35,621,270,8.4,3.61
48381021609,Randall County,21609,3718,17.1,558,314,15.01,8.33,57,50,1.55,1.35
48381021702,Randall County,21702,3513,18.9,501,165,14.26,4.52,402,151,11.54,4.21
48381021703,Randall County,21703,6323,21.4,1377,282,21.78,4.22,927,349,15.77,5.83
48381021704,Randall County,21704,7411,15.2,500,199,6.75,2.65,255,197,3.44,2.65
48381021801,Randall County,21801,6888,22.7,1397,456,20.28,6.51,1358,409,20.14,5.94
48381021802,Randall County,21802,5524,24.5,1130,267,20.46,4.63,1066,261,25.11,5.83
48381021900,Randall County,21900,4671,18.2,407,223,8.71,4.73,313,148,6.71,3.13
48381022001,Randall County,22001,5149,17.9,1160,358,22.53,6.83,307,213,6.01,4.15
48381022002,Randall County,22002,6081,23.9,1954,237,32.13,3.12,895,408,14.75,6.64
48383950100,Reagan County,950100,3520,25.1,2374,124,67.44,3.52,614,255,17.68,7.34
48385950100,Real County,950100,3365,20.1,623,126,18.51,3.74,630,196,19.24,5.98
48387950100,Red River County,950100,2546,20,145,116,5.7,4.52,339,119,13.35,4.48
48387950500,Red River County,950500,4726,22,626,170,13.25,3.46,1039,290,23.03,6.15
48387950600,Red River County,950600,2681,17.9,68,72,2.54,2.67,388,166,14.7,6.13
48387950700,Red River County,950700,2689,19.1,40,47,1.49,1.74,415,124,15.43,4.29
48389950100,Reeves County,950100,4149,29.1,3205,461,77.25,4.27,439,269,25.63,12.08
48389950200,Reeves County,950200,2584,25.6,2170,292,83.98,6.03,647,238,25.04,8.76
48389950300,Reeves County,950300,2110,25,1708,246,80.95,6.04,413,181,19.6,8.24
48389950400,Reeves County,950400,3979,22.8,2591,344,65.12,6.78,411,201,10.54,5.08
48389950500,Reeves County,950500,1156,25.2,728,375,62.98,16.38,218,141,18.86,8.86
48391950200,Refugio County,950200,3655,24,1759,166,48.13,3.49,716,196,20.72,5.52
48391950400,Refugio County,950400,3640,22.4,1788,166,49.12,3.45,506,155,13.94,4.18
48393950100,Roberts County,950100,924,16.9,10,11,1.08,1.18,19,12,2.07,1.28
48395960100,Robertson County,960100,1972,20.7,88,73,4.46,3.63,267,108,13.88,5.09
48395960200,Robertson County,960200,1493,25.3,175,94,11.72,5.96,623,195,42.44,11.01
48395960300,Robertson County,960300,4427,20.3,315,154,7.12,3.43,600,198,13.92,4.45
48395960400,Robertson County,960400,2900,19.8,519,250,17.9,8.16,159,99,5.48,3.31
48395960500,Robertson County,960500,5754,26.9,2038,240,35.42,3.63,1450,435,25.27,7.43
48397040101,Rockwall County,40101,6485,13.2,632,253,9.75,3.86,205,152,3.17,2.34
48397040102,Rockwall County,40102,7082,15,919,294,12.98,4.04,249,164,3.52,2.3
48397040200,Rockwall County,40200,4886,14.5,652,206,13.34,4.08,148,79,3.03,1.6
48397040301,Rockwall County,40301,5360,14.5,926,224,17.28,4.07,389,169,7.78,3.35
48397040302,Rockwall County,40302,7487,18.6,785,263,10.48,3.45,466,240,6.56,3.36
48397040401,Rockwall County,40401,9650,20.9,2110,565,21.87,5.67,1223,539,12.7,5.53
48397040402,Rockwall County,40402,10776,19.2,2254,509,20.92,4.52,444,251,4.12,2.31
48397040503,Rockwall County,40503,6653,23.8,3048,396,45.81,4.9,931,445,14.03,6.62
48397040504,Rockwall County,40504,6803,15.3,626,150,9.2,2.13,151,143,2.22,2.1
48397040505,Rockwall County,40505,10947,19,1614,232,14.74,1.87,640,332,5.85,3.01
48397040506,Rockwall County,40506,7110,12.8,148,148,2.08,2.08,310,234,4.36,3.28
48399950100,Runnels County,950100,1256,17.9,218,86,17.36,6.55,109,60,8.68,4.67
48399950200,Runnels County,950200,2212,22.6,1173,160,53.03,6.39,529,166,24.7,7.57
48399950500,Runnels County,950500,2362,20.7,668,148,28.28,5.59,433,127,18.44,5.09
48399950600,Runnels County,950600,4611,22.2,1403,184,30.43,3.8,1344,345,30.32,7.6
48401950100,Rusk County,950100,5033,20.3,780,337,15.5,6.42,285,131,5.66,2.51
48401950200,Rusk County,950200,3631,19.5,406,331,11.18,9.03,571,293,15.73,7.88
48401950300,Rusk County,950300,7002,19.1,884,462,12.62,6.52,1074,482,15.54,6.86
48401950400,Rusk County,950400,6015,21.1,1045,397,17.37,6.4,950,315,17.66,5.61
48401950501,Rusk County,950501,5162,20.7,1092,591,21.15,11.16,1647,583,32.04,10.65
48401950502,Rusk County,950502,4552,23.8,769,215,16.89,4.42,569,352,20.18,12.06
48401950600,Rusk County,950600,2180,18.4,75,103,3.44,4.7,190,87,8.73,3.81
48401950700,Rusk County,950700,5272,23.5,813,258,15.42,4.61,472,218,15.01,6.66
48401950800,Rusk County,950800,3420,20.9,322,206,9.42,5.94,471,212,14.38,6.29
48401950900,Rusk County,950900,3472,19.3,748,351,21.54,9.64,511,233,15.47,6.69
48401951000,Rusk County,951000,2729,23.7,829,218,30.38,7.07,460,261,16.86,9.34
48401951100,Rusk County,951100,3311,21.2,497,252,15.01,7.37,605,228,18.42,6.53
48401951200,Rusk County,951200,2380,21.2,39,33,1.64,1.38,540,170,22.69,6.75
48403950100,Sabine County,950100,2260,18,6,11,0.27,0.49,637,271,28.19,11.24
48403950200,Sabine County,950200,3410,21,291,123,8.53,3.46,845,280,24.86,7.66
48403950300,Sabine County,950300,4881,17.3,90,120,1.84,2.45,1170,415,24.43,8.33
48405950100,San Augustine County,950100,2789,20.1,27,41,0.97,1.47,475,261,17.03,9.13
48405950200,San Augustine County,950200,3038,23.4,344,144,11.32,4.54,918,253,32.51,7.98
48405950300,San Augustine County,950300,2950,16.6,208,142,7.05,4.72,638,332,21.69,10.89
48407200101,San Jacinto County,200101,6977,22.5,578,232,8.28,3.23,2017,482,29.25,6.44
48407200102,San Jacinto County,200102,10746,21.3,2037,331,18.96,2.74,2073,590,19.29,5.3
48407200200,San Jacinto County,200200,4798,19.3,317,183,6.61,3.72,765,276,16.24,5.44
48407200300,San Jacinto County,200300,4310,17,191,143,4.43,3.26,521,224,12.09,4.91
48409010201,San Patricio County,10201,3772,21.7,1387,324,36.77,7.65,776,339,20.57,8.72
48409010202,San Patricio County,10202,5052,22.9,1892,300,37.45,4.7,1005,395,20.46,7.77
48409010301,San Patricio County,10301,4222,24.8,1716,309,40.64,6.55,495,234,11.72,5.46
48409010302,San Patricio County,10302,4689,22.2,2066,344,44.06,6.3,680,333,14.87,7.17
48409010500,San Patricio County,10500,2106,26.7,1913,223,90.84,5.41,596,143,28.3,6.17
48409010601,San Patricio County,10601,6071,23.6,2629,513,43.3,7.82,505,425,8.36,7.01
48409010602,San Patricio County,10602,3946,22.8,1946,391,49.32,8.76,561,368,14.53,9.43
48409010603,San Patricio County,10603,2523,15.7,566,131,22.43,4.62,136,78,5.39,3.04
48409010604,San Patricio County,10604,2809,16.6,662,204,23.57,6.97,92,56,3.29,1.98
48409010700,San Patricio County,10700,3356,23.2,1479,327,44.07,8.21,432,280,12.87,8.2
48409010800,San Patricio County,10800,4475,26.1,3502,371,78.26,5.94,1075,336,24.34,7.38
48409010900,San Patricio County,10900,4758,23.6,2818,483,59.23,7.79,514,287,10.8,5.91
48409011000,San Patricio County,11000,6888,25.7,5264,513,76.42,5.4,1166,447,17.85,6.71
48409011100,San Patricio County,11100,2530,24.5,1865,257,73.72,5.77,562,189,22.21,7.03
48409011200,San Patricio County,11200,3336,22.3,1790,437,53.66,11.19,438,185,13.13,5.29
48409011300,San Patricio County,11300,4976,28.3,4696,149,94.37,2.07,1492,373,30.44,7.55
48411950100,San Saba County,950100,2443,21.3,1064,145,43.55,4.92,398,138,17.13,5.75
48411950200,San Saba County,950200,3458,20.7,625,146,18.07,4.11,390,159,13.02,5.27
48413950300,Schleicher County,950300,3281,24.4,1596,0,48.64,0,732,262,22.41,8.02
48415950100,Scurry County,950100,4828,25.3,2521,472,52.22,8.07,439,315,12.83,9.01
48415950200,Scurry County,950200,1234,19.8,446,220,36.14,16.09,84,68,6.81,5.32
48415950300,Scurry County,950300,6040,18.8,1389,382,23,5.99,690,311,11.46,5.07
48415950600,Scurry County,950600,5006,24.1,2139,339,42.73,5.06,740,296,15.78,6.1
48417950300,Shackelford County,950300,3359,20.2,354,0,10.54,0,569,161,17.13,4.85
48419950100,Shelby County,950100,5383,21.9,912,389,16.94,7.07,1161,294,21.57,5.13
48419950200,Shelby County,950200,3993,21.4,373,243,9.34,6.02,956,314,24.07,7.55
48419950300,Shelby County,950300,4868,22.8,1099,441,22.58,8.76,1343,413,28.35,8.25
48419950400,Shelby County,950400,5641,24.6,1739,374,30.83,6.34,1574,547,28.89,9.84
48419950500,Shelby County,950500,3020,19.7,193,213,6.39,7.01,372,209,12.43,6.83
48419950600,Shelby County,950600,2793,19.3,108,107,3.87,3.81,454,186,16.25,6.4
48421950200,Sherman County,950200,3060,22,1291,75,42.19,2.45,484,132,16.04,4.37
48423000100,Smith County,100,6044,26.5,2911,438,48.16,5.92,1976,575,33.08,9.19
48423000201,Smith County,201,3809,27.4,661,157,17.35,3.71,1049,335,29.72,8.9
48423000202,Smith County,202,1633,30.2,712,217,43.6,10.84,547,199,33.52,10.66
48423000300,Smith County,300,6108,27.8,4099,541,67.11,5.3,1295,436,21.48,6.88
48423000400,Smith County,400,2584,28.3,1322,279,51.16,9.78,723,233,28.32,8.78
48423000500,Smith County,500,2653,31.4,998,329,37.62,10.61,1123,321,50.91,11.21
48423000600,Smith County,600,2380,29.8,1642,222,68.99,6.67,733,269,31.07,11
48423000700,Smith County,700,4565,27.1,895,537,19.61,11.49,1791,542,41.14,11.17
48423000800,Smith County,800,5746,24.4,1929,662,33.57,10.55,1543,662,26.92,10.94
48423000900,Smith County,900,4695,25.6,1707,375,36.36,7.02,679,247,19.31,6.73
48423001000,Smith County,1000,5414,15.8,1032,283,19.06,5.05,622,323,11.84,6.1
48423001101,Smith County,1101,3708,17.5,488,248,13.16,6.59,385,168,10.42,4.46
48423001102,Smith County,1102,2572,14.6,273,181,10.61,7,173,90,6.73,3.47
48423001200,Smith County,1200,3025,18.8,402,201,13.29,6.45,159,121,5.26,3.95
48423001300,Smith County,1300,2346,21.4,267,156,11.38,6.56,441,209,18.8,8.73
48423001401,Smith County,1401,9010,14.1,327,182,3.63,2,558,225,6.57,2.59
48423001403,Smith County,1403,7355,19.6,537,208,7.3,2.76,1049,569,14.43,7.73
48423001404,Smith County,1404,5633,19.5,240,209,4.26,3.68,1102,519,19.86,9.09
48423001500,Smith County,1500,5219,20,366,287,7.01,5.44,1000,434,19.16,8
48423001601,Smith County,1601,6550,24.3,1916,354,29.25,4.7,1618,544,25.89,8.37
48423001602,Smith County,1602,4208,22.9,547,224,13,5.14,650,259,15.61,5.99
48423001604,Smith County,1604,6429,22.7,2060,514,32.04,7.43,1732,541,27.41,8.16
48423001700,Smith County,1700,8234,25.4,4225,873,51.31,9.08,1522,537,18.62,6.26
48423001801,Smith County,1801,6316,22.5,1234,436,19.54,6.51,1183,492,18.97,7.58
48423001802,Smith County,1802,9411,22.5,2582,944,27.44,9.52,2378,986,25.5,10.16
48423001803,Smith County,1803,5372,19.3,606,288,11.28,5.23,987,325,19.94,6.17
48423001901,Smith County,1901,5923,21.8,381,221,6.43,3.68,722,276,12.3,4.55
48423001905,Smith County,1905,8896,18,364,181,4.09,2.01,556,303,6.25,3.37
48423001906,Smith County,1906,6001,15.8,270,145,4.5,2.39,171,114,2.87,1.9
48423001907,Smith County,1907,6274,14.5,352,314,5.61,4.98,914,374,14.64,5.82
48423001908,Smith County,1908,9609,17.7,411,386,4.28,4.01,574,267,5.97,2.75
48423002003,Smith County,2003,3589,28.9,271,143,7.55,3.91,703,250,19.64,6.68
48423002004,Smith County,2004,2601,16.1,148,91,5.69,3.47,225,139,8.95,5.48
48423002006,Smith County,2006,3364,11.8,314,217,9.33,6.42,129,99,3.89,2.97
48423002007,Smith County,2007,7773,21.8,505,251,6.5,3.19,1420,527,18.42,6.7
48423002008,Smith County,2008,5499,19.6,427,218,7.77,3.91,345,248,6.27,4.48
48423002009,Smith County,2009,7646,18.5,545,363,7.13,4.71,671,395,8.81,5.13
48423002101,Smith County,2101,4168,21.9,254,153,6.09,3.63,823,278,20.06,6.51
48423002102,Smith County,2102,5719,16.7,290,227,5.07,3.94,713,455,12.48,7.88
48423002200,Smith County,2200,6654,16.6,191,205,2.87,3.07,463,329,7.1,5.01
48423980000,Smith County,980000,0,12.7,0,13,,,0,13,,
48425000100,Somervell County,100,6835,19.9,1227,179,17.95,2.57,867,336,13,5.02
48425000200,Somervell County,200,1740,19.1,416,179,23.91,9.98,111,58,6.79,3.42
48427950101,Starr County,950101,1215,24.7,1080,256,88.89,8.75,285,135,23.46,9.89
48427950104,Starr County,950104,3825,28.3,3763,532,98.38,0.74,838,350,21.91,8.61
48427950105,Starr County,950105,4205,,3945,587,93.82,3.56,1119,392,26.69,8.52
48427950106,Starr County,950106,3339,27.7,3167,646,94.85,3.63,1414,477,42.35,11.49
48427950107,Starr County,950107,4800,,4800,525,100,10.94,2640,666,55,12.5
48427950108,Starr County,950108,3744,28.8,3005,363,80.26,15.23,1086,516,29.34,13.26
48427950202,Starr County,950202,2363,28.6,2181,458,92.3,5.98,992,367,41.98,13.07
48427950203,Starr County,950203,4025,,3992,552,99.18,19.44,2150,671,54.06,15.25
48427950204,Starr County,950204,5249,28.8,5071,666,96.61,3.78,2773,664,52.88,10.79
48427950401,Starr County,950401,6590,28.6,6437,713,97.68,3.31,3198,686,48.53,9.06
48427950402,Starr County,950402,4827,28.9,4750,535,98.4,2.08,1582,541,32.84,10.62
48427950500,Starr County,950500,3942,28.3,3853,535,97.74,2.5,1049,370,29.98,9.53
48427950600,Starr County,950600,6898,27.1,6556,669,95.04,3.52,2064,647,30.33,9.05
48427950701,Starr County,950701,3835,26.2,3796,471,98.98,2.07,1481,469,38.62,11.28
48427950702,Starr County,950702,3183,26.6,2966,538,93.18,6.5,1239,327,38.93,7.94
48429950200,Stephens County,950200,4157,20.6,1177,199,28.31,4.19,711,260,17.35,6.18
48429950300,Stephens County,950300,2310,23.2,685,197,29.65,7.73,912,268,40.59,10.85
48429950500,Stephens County,950500,3018,17.8,222,79,7.36,2.52,129,75,5.28,3.01
48431950100,Sterling County,950100,1360,21.5,491,125,36.1,8.46,267,139,20.35,10.38
48433950300,Stonewall County,950300,1409,20.1,272,131,19.3,9.17,252,131,18.58,9.54
48435950300,Sutton County,950300,3995,24.7,2315,214,57.95,5.36,249,121,6.31,3.07
48437950200,Swisher County,950200,2092,21.6,619,241,29.59,11.15,349,217,22.63,13.89
48437950300,Swisher County,950300,4504,21.9,2093,219,46.47,4.58,1101,270,25.04,6.06
48437950400,Swisher County,950400,1193,20.8,510,105,42.75,7.38,120,62,10.06,5.07
48439100101,Tarrant County,100101,6473,24.2,4424,533,68.35,6.1,1465,549,22.68,8.3
48439100102,Tarrant County,100102,5304,24.2,3703,541,69.82,7.62,1157,544,21.81,10.04
48439100201,Tarrant County,100201,4763,29.9,4398,658,92.34,4.91,1811,494,38.02,8.91
48439100202,Tarrant County,100202,5204,27.8,4682,502,89.97,4.98,1134,460,21.79,8.61
48439100300,Tarrant County,100300,4804,30.2,4008,577,83.43,6.35,1835,434,39.33,7.97
48439100400,Tarrant County,100400,7677,29,7105,1007,92.55,5.28,1569,571,20.46,6.95
48439100501,Tarrant County,100501,10498,29.8,7191,811,68.5,4.45,2249,685,21.46,6.23
48439100502,Tarrant County,100502,7709,26.4,5998,1058,77.81,9.29,2582,878,33.91,10.67
48439100601,Tarrant County,100601,2110,20.1,110,79,5.21,3.63,339,162,16.07,7.16
48439100602,Tarrant County,100602,3805,21.5,1557,238,40.92,4.94,214,128,10.87,6.36
48439100700,Tarrant County,100700,4710,24.8,2669,366,56.67,5.64,1626,438,35.17,8.87
48439100800,Tarrant County,100800,6150,27.8,5506,553,89.53,5.4,1591,574,25.87,9.1
48439100900,Tarrant County,100900,2097,28.9,1993,416,95.04,3.71,679,328,32.5,14.23
48439101201,Tarrant County,101201,1844,23.3,1003,204,54.39,9.61,337,204,18.31,10.92
48439101202,Tarrant County,101202,4133,27.2,3049,381,73.77,6.41,1457,498,35.25,11.63
48439101301,Tarrant County,101301,4907,22.3,1639,478,33.4,8.89,966,346,19.69,6.65
48439101302,Tarrant County,101302,3073,24.6,952,214,30.98,6.11,1120,334,36.58,10.18
48439101401,Tarrant County,101401,5286,22.9,1706,383,32.27,6.63,793,375,15.21,7.06
48439101402,Tarrant County,101402,3738,27.9,2551,471,68.25,9.49,1783,549,47.8,13.51
48439101403,Tarrant County,101403,4483,29,2038,519,45.46,10.64,1882,468,43.04,9.79
48439101500,Tarrant County,101500,4093,25.4,1685,491,41.17,10.5,874,313,22.38,7.38
48439101700,Tarrant County,101700,2971,34.8,720,217,24.23,6.63,2327,346,78.91,6.66
48439102000,Tarrant County,102000,2100,29.7,740,253,35.24,11.18,451,203,21.48,9.27
48439102100,Tarrant County,102100,4826,22.5,968,354,20.06,7.12,526,216,10.9,4.37
48439102201,Tarrant County,102201,3461,17.5,664,144,19.19,3.84,397,189,11.47,5.38
48439102202,Tarrant County,102202,2651,17.9,218,123,8.22,4.6,303,147,11.43,5.48
48439102301,Tarrant County,102301,2684,27.1,1223,239,45.57,6.84,678,251,25.27,8.8
48439102302,Tarrant County,102302,5211,25.4,2599,467,49.88,6.7,1698,577,32.64,10.38
48439102401,Tarrant County,102401,4000,22.4,631,226,15.78,5.48,598,215,14.95,5.21
48439102402,Tarrant County,102402,4334,15.5,430,160,9.92,3.62,141,88,3.25,2.02
48439102500,Tarrant County,102500,3550,27.9,858,276,24.17,7.2,1866,534,52.56,13.62
48439102601,Tarrant County,102601,3368,26.2,1389,267,41.24,6.76,513,202,15.82,6.03
48439102602,Tarrant County,102602,3820,23.1,1787,357,46.78,8.07,607,245,15.89,6.21
48439102700,Tarrant County,102700,3518,20,450,137,12.79,3.78,262,94,7.45,2.62
48439102800,Tarrant County,102800,1345,17.8,97,79,7.21,5.81,10,12,0.75,0.89
48439103500,Tarrant County,103500,5145,29.2,3633,511,70.61,7.27,1909,401,39.53,7.27
48439103601,Tarrant County,103601,2484,34.6,666,260,26.81,9.7,1576,316,63.63,8.65
48439103602,Tarrant County,103602,2191,23.9,662,269,30.21,11.74,578,184,26.38,7.79
48439103701,Tarrant County,103701,4559,28.8,3112,575,68.26,10.25,1985,598,45.64,12.81
48439103702,Tarrant County,103702,2858,28.3,1482,351,51.85,10.95,1045,321,36.77,10.56
48439103800,Tarrant County,103800,2995,30.9,821,233,27.41,6.62,1579,433,53.06,12.21
48439104100,Tarrant County,104100,3172,25,1278,162,40.29,3.64,379,196,11.95,6.09
48439104201,Tarrant County,104201,5857,19.8,519,142,8.86,2.29,180,149,6.8,5.56
48439104202,Tarrant County,104202,3502,21.6,524,179,14.96,4.83,969,442,27.75,12.27
48439104300,Tarrant County,104300,5568,26.7,945,268,16.97,4.36,1846,606,33.17,10.13
48439104400,Tarrant County,104400,4832,24.4,2725,495,56.39,8.3,946,308,19.67,6.06
48439104502,Tarrant County,104502,2642,30.3,2286,333,86.53,7.15,951,310,36,10.91
48439104503,Tarrant County,104503,2488,29.1,2421,347,97.31,4.56,721,349,28.98,13.47
